case_id,activity,lifecycle,resource,timestamp,amount,article,dismissal,expense,lastsent,matricola,notificationtype,paymentamount,points,totalpaymentamount,vehicleclass,activity_instance_id,.order
A18521,Add penalty,complete,NA,2008-05-09,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17997,17997
A18521,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17998,17998
A18524,Create Fine,complete,537,2008-01-25,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,17999,17999
A18524,Send Fine,complete,NA,2008-03-01,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18000,18000
A18524,Insert Fine Notification,complete,NA,2008-03-10,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18001,18001
A18524,Add penalty,complete,NA,2008-05-09,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18002,18002
A18524,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18003,18003
A18526,Create Fine,complete,537,2008-01-28,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18004,18004
A18526,Send Fine,complete,NA,2008-06-04,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,18005,18005
A18526,Insert Fine Notification,complete,NA,2008-06-12,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18006,18006
A18526,Add penalty,complete,NA,2008-08-11,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18007,18007
A18526,Payment,complete,NA,2008-09-19,NA,NA,NA,NA,NA,NA,NA,406,NA,40.6,NA,18008,18008
A18526,Payment,complete,NA,2008-10-10,NA,NA,NA,NA,NA,NA,NA,220,NA,62.6,NA,18009,18009
A18527,Create Fine,complete,537,2008-01-31,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18010,18010
A18527,Send Fine,complete,NA,2008-04-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18011,18011
A18527,Insert Fine Notification,complete,NA,2008-05-12,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18012,18012
A18527,Add penalty,complete,NA,2008-07-11,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18013,18013
A18527,Payment,complete,NA,2008-08-08,NA,NA,NA,NA,NA,NA,NA,570,NA,57.0,NA,18014,18014
A18529,Create Fine,complete,537,2008-02-15,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18015,18015
A18529,Send Fine,complete,NA,2008-04-17,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18016,18016
A18529,Insert Fine Notification,complete,NA,2008-04-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18017,18017
A18529,Add penalty,complete,NA,2008-06-29,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18018,18018
A18529,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18019,18019
A1853,Create Fine,complete,564,2006-08-08,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18020,18020
A1853,Send Fine,complete,NA,2007-04-04,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,18021,18021
A1853,Insert Fine Notification,complete,NA,2007-04-13,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18022,18022
A1853,Add penalty,complete,NA,2007-06-12,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18023,18023
A1853,Payment,complete,NA,2007-08-22,NA,NA,NA,NA,NA,NA,NA,516,NA,51.6,NA,18024,18024
A1853,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18025,18025
A18530,Create Fine,complete,537,2008-02-24,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18026,18026
A18530,Send Fine,complete,NA,2008-07-30,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,18027,18027
A18531,Create Fine,complete,537,2008-02-29,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18028,18028
A18531,Send Fine,complete,NA,2008-06-04,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18029,18029
A18532,Create Fine,complete,537,2008-02-29,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18030,18030
A18532,Send Fine,complete,NA,2008-06-04,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18031,18031
A18532,Insert Fine Notification,complete,NA,2008-06-09,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18032,18032
A18532,Add penalty,complete,NA,2008-08-08,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18033,18033
A18532,Payment,complete,NA,2009-07-30,NA,NA,NA,NA,NA,NA,NA,570,NA,57.0,NA,18034,18034
A18532,Payment,complete,NA,2010-03-18,NA,NA,NA,NA,NA,NA,NA,570,NA,114.0,NA,18035,18035
A18534,Create Fine,complete,537,2008-03-01,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18036,18036
A18534,Send Fine,complete,NA,2008-06-04,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18037,18037
A1854,Create Fine,complete,564,2006-08-08,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18038,18038
A1854,Payment,complete,NA,2006-08-08,NA,NA,NA,NA,NA,NA,NA,350,NA,35.0,NA,18039,18039
A18540,Create Fine,complete,537,2008-03-04,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18040,18040
A18540,Send Fine,complete,NA,2008-06-04,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18041,18041
A18540,Insert Fine Notification,complete,NA,2008-06-11,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18042,18042
A18540,Add penalty,complete,NA,2008-08-10,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18043,18043
A18540,Send for Credit Collection,complete,NA,2010-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18044,18044
A18543,Create Fine,complete,537,2008-04-02,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18045,18045
A18543,Send Fine,complete,NA,2008-06-05,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18046,18046
A18543,Insert Fine Notification,complete,NA,2008-06-17,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18047,18047
A18543,Payment,complete,NA,2008-08-02,NA,NA,NA,NA,NA,NA,NA,350,NA,35.0,NA,18048,18048
A18543,Add penalty,complete,NA,2008-08-16,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18049,18049
A18543,Payment,complete,NA,2008-08-20,NA,NA,NA,NA,NA,NA,NA,350,NA,70.0,NA,18050,18050
A18546,Create Fine,complete,537,2008-04-07,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18051,18051
A18546,Send Fine,complete,NA,2008-06-05,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18052,18052
A18546,Insert Fine Notification,complete,NA,2008-06-13,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18053,18053
A18546,Add penalty,complete,NA,2008-08-12,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18054,18054
A18546,Send for Credit Collection,complete,NA,2010-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18055,18055
A18547,Create Fine,complete,537,2008-04-10,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18056,18056
A18547,Send Fine,complete,NA,2008-10-11,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,18057,18057
A18547,Insert Fine Notification,complete,NA,2008-10-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18058,18058
A18547,Add penalty,complete,NA,2008-12-17,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18059,18059
A18547,Send for Credit Collection,complete,NA,2010-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18060,18060
A18548,Create Fine,complete,537,2008-04-12,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18061,18061
A18548,Send Fine,complete,NA,2008-06-05,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18062,18062
A18548,Insert Fine Notification,complete,NA,2008-06-14,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18063,18063
A18548,Add penalty,complete,NA,2008-08-13,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18064,18064
A18548,Payment,complete,NA,2008-08-22,NA,NA,NA,NA,NA,NA,NA,350,NA,35.0,NA,18065,18065
A18548,Send for Credit Collection,complete,NA,2010-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18066,18066
A18549,Create Fine,complete,537,2008-04-13,220,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18067,18067
A18549,Send Fine,complete,NA,2008-07-14,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18068,18068
A18549,Insert Fine Notification,complete,NA,2008-07-22,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18069,18069
A18549,Add penalty,complete,NA,2008-09-20,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18070,18070
A18549,Send for Credit Collection,complete,NA,2010-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18071,18071
A1855,Create Fine,complete,564,2006-08-08,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18072,18072
A1855,Payment,complete,NA,2006-08-08,NA,NA,NA,NA,NA,NA,NA,350,NA,35.0,NA,18073,18073
A18556,Create Fine,complete,541,2007-07-26,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18074,18074
A18556,Payment,complete,NA,2007-08-02,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18075,18075
A18558,Create Fine,complete,541,2007-07-26,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18076,18076
A18558,Payment,complete,NA,2007-07-30,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18077,18077
A18560,Create Fine,complete,541,2007-07-27,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18078,18078
A18560,Payment,complete,NA,2007-07-31,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18079,18079
A18561,Create Fine,complete,541,2007-07-27,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18080,18080
A18561,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18081,18081
A18561,Insert Fine Notification,complete,NA,2007-12-28,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18082,18082
A18561,Add penalty,complete,NA,2008-02-26,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18083,18083
A18561,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18084,18084
A18562,Create Fine,complete,541,2007-07-27,740,158,NIL,NA,NA,NA,NA,NA,2,0.0,A,18085,18085
A18562,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18086,18086
A18562,Insert Fine Notification,complete,NA,2007-12-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18087,18087
A18562,Add penalty,complete,NA,2008-02-17,1480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18088,18088
A18562,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18089,18089
A18566,Create Fine,complete,541,2007-07-28,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18090,18090
A18566,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18091,18091
A18566,Insert Fine Notification,complete,NA,2007-12-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18092,18092
A18566,Add penalty,complete,NA,2008-02-16,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18093,18093
A18566,Payment,complete,NA,2008-10-08,NA,NA,NA,NA,NA,NA,NA,870,NA,87.0,NA,18094,18094
A18568,Create Fine,complete,541,2007-07-28,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18095,18095
A18568,Payment,complete,NA,2007-07-28,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18096,18096
A18571,Create Fine,complete,541,2007-07-28,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18097,18097
A18571,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18098,18098
A18573,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18099,18099
A18573,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18100,18100
A18573,Insert Fine Notification,complete,NA,2007-12-29,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18101,18101
A18573,Add penalty,complete,NA,2008-02-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18102,18102
A18573,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18103,18103
A18576,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18104,18104
A18576,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18105,18105
A18576,Insert Fine Notification,complete,NA,2007-12-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18106,18106
A18576,Insert Date Appeal to Prefecture,complete,NA,2008-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18107,18107
A18576,Add penalty,complete,NA,2008-02-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18108,18108
A18576,Send Appeal to Prefecture,complete,NA,2008-03-20,NA,NA,#,NA,NA,NA,NA,NA,NA,NA,NA,18109,18109
A18577,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18110,18110
A18577,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18111,18111
A18577,Insert Fine Notification,complete,NA,2007-12-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18112,18112
A18577,Add penalty,complete,NA,2008-02-28,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18113,18113
A18577,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18114,18114
A18578,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18115,18115
A18578,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18116,18116
A18578,Insert Fine Notification,complete,NA,2008-01-07,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18117,18117
A18578,Add penalty,complete,NA,2008-03-07,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18118,18118
A18578,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18119,18119
A18579,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18120,18120
A18579,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18121,18121
A18580,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18122,18122
A18580,Payment,complete,NA,2007-07-31,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18123,18123
A18581,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18124,18124
A18581,Send Fine,complete,NA,2007-09-13,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18125,18125
A18582,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18126,18126
A18582,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18127,18127
A18582,Insert Fine Notification,complete,NA,2007-12-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18128,18128
A18582,Add penalty,complete,NA,2008-02-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18129,18129
A18582,Payment,complete,NA,2008-05-16,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,18130,18130
A18582,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18131,18131
A18583,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18132,18132
A18583,Payment,complete,NA,2007-08-02,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18133,18133
A18585,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18134,18134
A18585,Payment,complete,NA,2007-08-01,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18135,18135
A18587,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18136,18136
A18587,Payment,complete,NA,2007-09-12,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18137,18137
A18589,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18138,18138
A18589,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18139,18139
A18589,Insert Fine Notification,complete,NA,2007-12-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18140,18140
A18589,Add penalty,complete,NA,2008-02-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18141,18141
A18589,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18142,18142
A18590,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18143,18143
A18590,Send Fine,complete,NA,2007-09-13,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18144,18144
A18590,Payment,complete,NA,2007-11-26,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,18145,18145
A18591,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18146,18146
A18591,Payment,complete,NA,2007-08-06,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18147,18147
A18592,Create Fine,complete,541,2007-07-19,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18148,18148
A18592,Payment,complete,NA,2007-08-06,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18149,18149
A18594,Create Fine,complete,541,2007-07-29,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18150,18150
A18594,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18151,18151
A18594,Insert Fine Notification,complete,NA,2007-12-29,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18152,18152
A18594,Add penalty,complete,NA,2008-02-27,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18153,18153
A18594,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18154,18154
A18595,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18155,18155
A18595,Payment,complete,NA,2007-08-04,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18156,18156
A18596,Create Fine,complete,541,2007-07-29,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18157,18157
A18596,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18158,18158
A18596,Insert Fine Notification,complete,NA,2007-12-19,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18159,18159
A18596,Add penalty,complete,NA,2008-02-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18160,18160
A18596,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18161,18161
A18600,Create Fine,complete,541,2007-07-31,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18162,18162
A18600,Send Fine,complete,NA,2007-12-10,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18163,18163
A18600,Insert Fine Notification,complete,NA,2007-12-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18164,18164
A18600,Add penalty,complete,NA,2008-02-16,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18165,18165
A18600,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18166,18166
A18604,Create Fine,complete,556,2007-07-14,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18167,18167
A18604,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18168,18168
A18604,Insert Fine Notification,complete,NA,2007-11-13,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18169,18169
A18604,Add penalty,complete,NA,2008-01-12,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18170,18170
A18604,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18171,18171
A18606,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18172,18172
A18606,Payment,complete,NA,2007-07-21,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18173,18173
A18607,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18174,18174
A18607,Payment,complete,NA,2007-07-19,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18175,18175
A1861,Create Fine,complete,564,2006-08-08,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18176,18176
A1861,Payment,complete,NA,2006-08-10,NA,NA,NA,NA,NA,NA,NA,350,NA,35.0,NA,18177,18177
A18611,Create Fine,complete,556,2007-07-15,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18178,18178
A18611,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18179,18179
A18611,Insert Fine Notification,complete,NA,2007-11-13,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18180,18180
A18611,Add penalty,complete,NA,2008-01-12,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18181,18181
A18611,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18182,18182
A18613,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18183,18183
A18613,Send Fine,complete,NA,2007-09-13,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18184,18184
A18614,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18185,18185
A18614,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18186,18186
A18614,Insert Fine Notification,complete,NA,2007-11-18,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18187,18187
A18614,Add penalty,complete,NA,2008-01-17,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18188,18188
A18614,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18189,18189
A18615,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18190,18190
A18615,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18191,18191
A18615,Insert Fine Notification,complete,NA,2007-11-14,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18192,18192
A18615,Add penalty,complete,NA,2008-01-13,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18193,18193
A18615,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18194,18194
A18617,Create Fine,complete,556,2007-07-15,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18195,18195
A18617,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18196,18196
A18617,Insert Fine Notification,complete,NA,2007-11-26,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18197,18197
A18617,Add penalty,complete,NA,2008-01-25,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18198,18198
A18617,Send for Credit Collection,complete,NA,2009-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18199,18199
A1862,Create Fine,complete,564,2006-08-08,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18200,18200
A1862,Send Fine,complete,NA,2006-12-13,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,18201,18201
A18623,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18202,18202
A18623,Payment,complete,NA,2007-07-16,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18203,18203
A18625,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18204,18204
A18625,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18205,18205
A18626,Create Fine,complete,556,2007-07-15,360,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18206,18206
A18626,Payment,complete,NA,2007-07-20,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18207,18207
A1863,Create Fine,complete,564,2006-08-08,350,157,NIL,NA,NA,NA,NA,NA,0,0.0,A,18208,18208
A1863,Send Fine,complete,NA,2006-12-13,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,18209,18209
A1863,Insert Fine Notification,complete,NA,2006-12-30,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18210,18210
A1863,Add penalty,complete,NA,2007-02-28,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18211,18211
A1863,Payment,complete,NA,2007-11-06,NA,NA,NA,NA,NA,NA,NA,825,NA,82.5,NA,18212,18212
A18630,Create Fine,complete,556,2007-07-15,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18213,18213
A18630,Payment,complete,NA,2007-07-27,NA,NA,NA,NA,NA,NA,NA,360,NA,36.0,NA,18214,18214
A18631,Create Fine,complete,556,2007-07-15,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18215,18215
A18631,Send Fine,complete,NA,2007-10-31,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18216,18216
A18631,Insert Fine Notification,complete,NA,2007-11-15,NA,NA,NA,NA,P,NA,P,NA,NA,NA,NA,18217,18217
A18631,Add penalty,complete,NA,2008-01-14,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18218,18218
A18631,Payment,complete,NA,2008-04-22,NA,NA,NA,NA,NA,NA,NA,490,NA,49.0,NA,18219,18219
A18631,Payment,complete,NA,2008-09-25,NA,NA,NA,NA,NA,NA,NA,380,NA,87.0,NA,18220,18220
A18634,Create Fine,complete,556,2007-07-15,360,7,NIL,NA,NA,NA,NA,NA,0,0.0,A,18221,18221
A18634,Send Fine,complete,NA,2007-09-13,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,18222,18222
